"ID","Date","Year","Time","Age","Sex","Dispositon","TotL..ft.","TotL..cm.","SVL...cm.","lbs","kg","Easting","Northing","General.Location","Method","Association","Additional.ID","County","Designation","Observer","Scout","Egg.Count","Follicle.Status","Comments","Phenotype","Size.Est.","X..Hidden","Snake.Temp","Ground.Temp","Microhabitat","Burrow.Feature","Behavior","Condition","NEW.ID.","Method_Grouped","x","y"
"BP01-17NOV16",2016-11-17,"2016","N/A","adult","Male","alive","8.6",262,228,20.7,9.4,"433224","2878911","Fiddler's Creek","Responding","","","Collier","Fiddler's Creek","FWC","",NA,"","details to come (maybe?)","","","","","","","","","","#REF!","Miscellaneous",-81.6673884521178,26.0275997348339
"BP01-18NOV16",2016-11-18,"2016","8:30","hatchling","Female","alive","3.6",109,96,1.3,0.6,"436756","2880227","Wiggins","Heavy Equipment","","","Collier","Six L's Agricultural","DP","","na","","(estimated location) umbilical scar present (euthanized Isothesia/freezing 16DEC16)","","","","","","","","","","#REF!","Heavy Equipment",-81.6321535573933,26.0396409508029
"BP01-21NOV16",2016-11-21,"2016","11:20","adult","Male","alive","9.7",296,260,25.8,11.7,"439611","2877275","New Land","Hunting","","PYBI - 31","Collier","Six L's Agricultural","AF, IB, JK, IE","",NA,"","male research animal (Vagus)","","","","","","","","","","#REF!","Hunting",-81.6034814142363,26.0131084294894
"OBS-EDD-E29-BP01-26NOV16",2016-11-26,"2016","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"471443","2864364","Tamiami Trail","","","IN-0000265335","Collier","BCNP","EDDMaps","",NA,"","","","N/A","","","","","","","","#REF!","",-81.2851006914399,25.8975024935023
"BP01-28NOV16",2016-11-28,"2016","N/A","adult","Male","alive","7.1",217,187,9.8,4.5,"437054","2880735","W Sentel","Heavy Equipment","","","Collier","Six L's Agricultural","Victor","",NA,"","disturbed by excavator","","","","","","levee","","","shedding","#REF!","Heavy Equipment",-81.629199531398,26.0442408179907
"OBS-EDD-BP01-30NOV16",2016-11-30,"2016","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"461130","2859587","Everglades City","","","IN-0000265295","Collier","Everglades City/Chokoloskee","Trish Haitz","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3879186584306,25.8541281665489
"BP01-04DEC16",2016-12-04,"2016","18:30","adult","Female","alive","8.5",260,224,17,7.7,"461418","2859101","Everglades City","Opportunistic","","","Collier","Everglades City/Chokoloskee","John Kalafarski","","41","V","brought in with head removed; 40+ 3-5mm follicles present in duct","","","","","","","","","dead-human","#REF!","Miscellaneous",-81.3850302871319,25.8497473138743
"OBS-EDD-BP01-05DEC16",2016-12-05,"2016","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"435595","2898528","19th St SW","","","IN-0000265467","Collier","Golden Gate Estates","Kimberly Donnoly","",NA,"","","","N/A","","","","","","","","#REF!","",-81.6446639133341,26.2048319034553
"OBS-EDD-BP01-07DEC16",2016-12-07,"2016","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"450994","2870980","Tamiami Trail","","","IN-0000265741","Collier","TTI","EDDMaps","",NA,"","","","N/A","","","","","","","","#REF!","",-81.4894966578729,25.9566974857261
"BP01-09DEC16",2016-12-09,"2016","11:32","adult","Male","alive","9.6",293,254,25.1,11.4,"432731","2876011","Road to Nowhere","Hunting","","","Collier","RBNERR","IB,JK,DM","",NA,"","(confirm length during necropsy)","","","10","","","N edge of R2N","","basking","dark will shed soon, missing eye and has severe lacerations on neck area","#REF!","Hunting",-81.6721663063999,26.001392163831
"BP01-14DEC16",2016-12-14,"2016","11:00","adult","Male","alive","7.8",239,208,11.6,5.3,"448933","2869790","Port of the Islands","Hunting","","","Collier","TTI","IB, IE, JK","",NA,"","","","","0","","","on edge of Fakaunion canal; mangrove, oak, myrsine, grasses","","basking","","#REF!","Hunting",-81.5100360258564,25.9458812525597
"BP01-15DEC16",2016-12-15,"2016","10:30","adult","Male","alive","10",306,268,33.8,15.4,"440913","2878093","New Land","Hunting","","PYBI-33","Collier","Six L's Agricultural","IB, IE, JK","",NA,"","","","","85","","","para, S-facing bank of retention pond, pepper, partly cloudy/windy","","coiled","shedding","#REF!","Hunting",-81.5905077349524,26.0205481679273
"BP02-15DEC16",2016-12-15,"2016","10:57","adult","Male","alive","10.5",321,282,36.7,16.7,"439456","2877290","New Land","Hunting","","PYBI-34","Collier","Six L's Agricultural","IB, IE, JK","",NA,"","partly hidden by shape of ridge, in open","","","60","","","ridge; dense para at treeline (pepper, willow), S facing edge, sun","","sprawled, basking","shedding","#REF!","Hunting",-81.605030990927,26.0132373959416
"EDD-E29-BP01-15DEC16",2016-12-15,"2016","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"466349","2864736","Wooten's Airboat","","","IN-0000265902","Collier","BCNP","Carl Nicholson","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3359658442217,25.9007527057066
"EDD-E29-BP01-17DEC16",2016-12-17,"2016","N/A","N/A","Male","dead",NA,NA,NA,NA,NA,"467157","2864817","W of Sea Grape Dr","","","IN-0000268899","Collier","BCNP","David Van Norman","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3279010382366,25.9015025861185
"BP01-19DEC16",2016-12-19,"2016","14:25","adult","Female","alive","14",428,372,90,40.8,"424291","2885204","Isles of Collier Reserve","Scout","","","Collier","Development","IB, IE, JK","Luther, Malcolm","74","V","found in inactive burrow (Malcolm was 17m away; Luther was 6m away)","","","","","","scrub","GOTO, inactive","underground, mating behavior","","#REF!","Scout",-81.7570279095283,26.0839793815783
"EDD-E29-BP01-22DEC16",2016-12-22,"2016","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"473760","2865854","Turner River Rd","","","IN-0000268895","Collier","BCNP","Joshua Radford","",NA,"","","","N/A","","","","","","","","#REF!","",-81.2619986870204,25.9110006490129
"BP01-26DEC16",2016-12-26,"2016","9:10","adult","Male","alive","7.7",236,205,14.1,6.4,"439429","2877269","New Land","Hunting","","","Collier","Six L's Agricultural","AF","",NA,"","swam across canal to obtain snake","","","","","","","","","","#REF!","Hunting",-81.6052998241793,26.0130466504681
"BP01-31DEC16",2016-12-31,"2016","11:30","adult","Male","alive","7.1",216,188,10.2,4.7,"439510","2877607","New Land","Hunting","","","Collier","Six L's Agricultural","IE, JK, SA","",NA,"","","","","5","","73 (air)","N side of top of levee; sparse knee-high para","","basking","","#REF!","Hunting",-81.6045060389156,26.0161019532454
"BP01-02JAN17",2017-01-02,"2017","10:00","adult","Male","alive","6.9",210,183,9.5,4.4,"437769","2875990","Western boundary","Trapping","","","Collier","CSSP","MP, JP","",NA,"","found in trap C2 (in C2B); not sure when entered trap","","","","","","","","","","#REF!","Miscellaneous",-81.6218269899632,26.0014277515033
"OBS-EDD-E29-BP01-02JAN17",2017-01-02,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"467537","2864639","Near HQ","","","IN-0000268892","Collier","BCNP","Luke Wassink","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3241028159634,25.8999038032498
"EDD-BP01-04JAN18",2017-01-04,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"463400","2865700","SR29, S of Tamiami Trail","","","IN-0000319793","Collier","TTI","Tom Holmquist","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3654345170977,25.9093862326157
"BP01-05JAN17",2017-01-05,"2017","11:34","adult","Male","alive","8.5",260,224,17.2,7.8,"435512","2880904","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, IE, JK","Johnny",NA,"","moving off pile to ground","","","0","","","unknown ivy/debris pile; warm, sunny","","crawling, stretched out","","#REF!","Scout",-81.6446207263592,26.0456988008708
"BP02-05JAN17",2017-01-05,"2017","11:51","adult","Male","alive","7.2",220,191,11.3,5.1,"435417","2880881","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, IE, JK","Johnny",NA,"","","","","tail visible","","","grass-covered debris pile","","crawling","","#REF!","Scout",-81.6455691589209,26.0454868878423
"BP03-05JAN17",2017-01-05,"2017","14:10","adult","Male","alive","10.1",309,270,35.1,15.9,"428616","2881358","N of Henderson Creek","Scout","","PYBI-35","Collier","RBNERR","IB, IE, JK","Kirkland",NA,"","","","","","","","<1m inside burrow, about 2ft below surface; dense saw palmetto, pine, earleaf acacia","","underground","shedding","#REF!","Scout",-81.7135737587777,26.0494739585923
"EDD-E29-BP01-07JAN17",2017-01-07,"2017","N/A","N/A","Male","dead",NA,NA,NA,NA,NA,"484377","2861226","Tamiami Trail, W of Kirby Storter","","","IN-0000268695","Collier","BCNP","EDD Maps","",NA,"","","","N/A","","","","","","","","#REF!","",-81.155936567728,25.8693627873515
"BP01-08JAN17",2017-01-08,"2017","13:30","adult","Female","alive","10.7",325,286,36.3,16.5,"435465","2880848","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, FS","Johnny ","26","V","","","","0","","","smashed down para patch, sparse castor bean overstory","","","partially shedding","#REF!","Scout",-81.6450877463549,26.045191066742
"BP02-08JAN17",2017-01-08,"2017","14:00","adult","Male","alive","8.4",255,218,17,7.8,"435574","2880840","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, FS","Johnny",NA,"","","","","0","","","top of para patch","","sprawled, wide coil","","#REF!","Scout",-81.6439978496272,26.0451236943714
"BP01-10JAN17",2017-01-10,"2017","11:22","adult","Male","alive","9.1",277,239,24,10.9,"435524","2880887","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, IE, JK","Johnny ",NA,"","","","","0","","84.8","raise debris pile covered with flattened grass; direct sun","","basking","","#REF!","Scout",-81.6444999413545,26.0455458391926
"BP02-10JAN17",2017-01-10,"2017","11:29","adult","Male","alive","8",245,240,21.9,9.9,"435579","2880846","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, IE, JK","Johnny ",NA,"","","","","0","86","74","raised debris pile covered in vines; direct sun","","basking","stubby tail","#REF!","Scout",-81.6439481684581,26.0451780925674
"BP03-10JAN17",2017-01-10,"2017","14:00","juvenile","Female","alive","7.3",222,216,18.2,8.3,"439382","2881013","E. Sentel","Heavy Equipment","","","Collier","Six L's Agricultural","irrigation guy","","na","","","","","","","","rocks on levee","","under cover","stubby tail","#REF!","Heavy Equipment",-81.6059431270361,26.0468504440574
"EDD-BP01-10JAN17",2017-01-10,"2017","N/A","N/A","Male","dead",NA,NA,NA,NA,NA,"467518","2864794","Ochopee","","","IN-0000268888","Collier","BCNP","EDD Maps","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3242963309326,25.9013030043384
"BP01-13JAN17",2017-01-13,"2017","11:11","adult","Male","alive","8.3",252,217,16.5,7.5,"433331","2885896","S Belle Meade","Scout","indirect","","Collier","PSSF","IB, IE, JK","Vagus ",NA,"","~100m from Vagus; 30m from BP02","","","","","","","","basking","","#REF!","Scout",-81.6666759448739,26.0906734450978
"BP02-13JAN17",2017-01-13,"2017","11:24","adult","Male","alive","7.7",236,206,12.6,5.7,"433360","2885899","S Belle Meade","Scout","indirect","","Collier","PSSF","IB, IE, JK","Vagus ",NA,"","~100m from Vagus; 30m from BP01","","","","","","","","basking","","#REF!","Scout",-81.6663861201013,26.0907018722074
"EDD-E29-BP01-13JAN17",2017-01-13,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"489927","2856363","Loop Rd","","","IN-0000268703","Collier","BCNP","Annette Johnson","",NA,"","","","N/A","","","","","","","","#REF!","",-81.1005037745996,25.8254986596989
"EDD-E29-BP02-13JAN17",2017-01-13,"2017","N/A","N/A","Male","dead",NA,NA,NA,NA,NA,"471253","2864453","Tamiami Trail, E of Bass Lake Rd","","","IN-0000268706","Collier","BCNP","EDD Maps","",NA,"","","","N/A","","","","","","","","#REF!","",-81.286999494013,25.8983024111982
"E29-BP02-14JAN17",2017-01-14,"2017","19:04","adult","Female","dead","11",345,302,47.8,21.7,"470417","2864792","Tamiami Trail near Joanie's","","","","Collier","BCNP","","","43","V","43 enlarged ovarian follicles","","","","","","","","","","#REF!","",-81.2953533445682,25.9013467792707
"EDD-E29-BP01-16JAN17",2017-01-16,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"470533","2864764","Tamiami Trail and Bass Lake Rd","","","IN-0000268702","Collier","BCNP","EDD Maps","",NA,"","","","N/A","","","","","","","","#REF!","",-81.2941945987973,25.9010962971137
"EDD-E29-BP02-16JAN17",2017-01-16,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"473411","2891260","Turner River Rd","","","IN-0000268841","Collier","BCNP","TP","",NA,"","","","N/A","","","","","","","","#REF!","",-81.2660000584151,26.1404036597579
"BP01-18JAN17",2017-01-18,"2017","12:19","adult","Female","alive","11.1",338,296,52.8,24,"436194","2875041","S of Curcie Rd","Scout","","","Collier","RBNERR","IB, IE, JK","Jaeger","38","V","10ft from Jaeger, seemed dazed, may have been mating?","","","","89.7","77.4 (shade), 88.9 (sun)","ferns, poison ivy, mangroves","","mating behavior","","#REF!","Scout",-81.6375177499958,25.9927904217674
"BP01-19JAN17",2017-01-19,"2017","11:37","adult","Female","alive","12.1",369,347,90.5,41,"428647","2876450","Shell Island Rd","Scout","","","Collier","RBNERR","IB, IE, JK, Kodiak","Grendel","63","V","5m from Grendel who was in a burrow; Shrek was about 60m from burrow","","","","","","scrub oak, dodder, palmetto, muscadine, lyonia; sunny","","basking","","#REF!","Scout",-81.7129959957727,26.0051605472941
"BP01-20JAN17",2017-01-20,"2017","10:05","adult","Male","alive","8.2",251,215,16.2,7.3,"439496","2877271","New Land","Hunting","","","Collier","Six L's Agricultural","IB, IE, JK","",NA,"","","","","","","","S side of top of levee; para","","basking","","#REF!","Hunting",-81.6046304001521,26.0130675107043
"BP02-20JAN17",2017-01-20,"2017","20:23","adult","Female","alive","8.9",272,239,22.3,10.1,"425202","2870782","Marco Island","Opportunistic","","","Collier","Marco Island","Denise 642-3137","","22","V","caught by security guard (John Derosa: Head of Security, Hideway Beach) on edge of road at night","","","","","","edge of road","","","tick collected from below right eye; vent red - appears to have bred?","#REF!","Miscellaneous",-81.7470944313498,25.9538097009205
"EDD-E29-BP01-21JAN17",2017-01-21,"2017","N/A","N/A","Male","dead",NA,NA,NA,NA,NA,"507594","2860924","Training and Transition","","","IN-0000269068","Collier","BCNP","Jennifer Thelen","",NA,"","","","N/A","","","","","","","","#REF!","",-80.9242042854465,25.8666996946399
"BP01-22JAN17",2017-01-22,"2017","N/A","adult","Female","alive","9.6",293,258,32.5,14.8,"428914","2878393","Shell Island Rd","Hunting","","","Collier","RBNERR","KH","","22","V","caught using burrow trap on GOTO burrow, first visual on 18JAN17","","","","","","","GOTO","underground","","#REF!","Hunting",-81.7104337431176,26.0227173083951
"BP01-23JAN17",2017-01-23,"2017","12:03","adult","Female","alive","14.8",451,392,106.3,48.2,"439327","2876382","Tomato Rd","Scout","","","Collier","CSSP","IB, IE, JK","Dos Equis","65","V","","","","","","","","","","","#REF!","Scout",-81.6062779580286,26.005033353273
"BP01-27JAN17",2017-01-27,"2017","N/A","juvenile","Female","alive","6.4",195,171,6.5,3,"428800","2878480","Shell Island Rd","Hunting","","","Collier","RBNERR","KH","","na","","caught using burrow trap on GOTO burrow, first visual on __JAN17","","","","","","","GOTO","underground","","#REF!","Hunting",-81.7115777270462,26.0234972386824
"BP01-28JAN17",2017-01-28,"2017","12:10","adult","Male","alive","10.5",319,277,35.2,16,"436963","2879171","Riggs Rd","Scout","","PYBI-36","Collier","Development","IB","Tresa",NA,"","direct scout capture","","","","","","","","","","#REF!","Scout",-81.6300336514409,26.0301150810941
"E29-BP02-28JAN17",2017-01-28,"2017","N/A","adult","Female","alive","12.1",370,325,62,28.1,"466038","2864944","Wooten's Airboat","","","","Collier","BCNP","Wooten's airboats","","32","V","internal injuries may have affected egg count","","","","","","","","","","#REF!","",-81.3390761404497,25.9026236829403
"BP01-31JAN17",2017-01-31,"2017","12:45","adult","Female","alive","14.5",443,394,99.3,45.2,"427466","2881303","N of Henderson Creek","Scout","","","Collier","RBNERR","IB, IE, JK","Kirkland","50","V","tried to slip into water","","","","","","","","basking","","#REF!","Scout",-81.7250656854266,26.0489201096967
"BP01-06FEB17",2017-02-06,"2017","12:41","adult","Female","alive","13.3",405,360,85.3,38.7,"427283","2882364","N of Henderson Creek","Scout","","","Collier","RBNERR","IB, IE, JK, AF","Ender","49","V","","","","0","","","","","basking","high yellow","#REF!","Scout",-81.7269539785875,26.0584907520904
"BP02-06FEB17",2017-02-06,"2017","13:00","adult","Male","alive","8.6",262,226,17.4,7.9,"427295","2882368","N of Henderson Creek","Scout","","","Collier","RBNERR","IB, IE, JK, AF","Ender",NA,"","~5ft from burrow entrance scoped","","","","","","cavity under pile of dead melaleuca; climbing fern, pine, myrtle, dahoon, ferns","","coiled, under cover","","#REF!","Scout",-81.72683424478,26.0585274721954
"BP03-06FEB17",2017-02-06,"2017","13:56","adult","Male","alive","10.6",322,281,31,14.1,"427447","2881304","N of Henderson Creek","Scout","","","Collier","RBNERR","IB, IE, JK, AF","Kirkland",NA,"","","","","","","","cattails near leather fern/marsh ecotone","","traveling","","#REF!","Scout",-81.7252556569929,26.0489281852423
"OBS-EDD-BP01-06FEB17",2017-02-06,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"421663","2899062","Forest Lakes Blvd, S of Pine Ridge Rd.","","","IN-0000269179","Collier","Development","Danielle Purnell","",NA,"","","","N/A","","","","","","","","#REF!","",-81.7841395049264,26.2089606505885
"BP01-07FEB17",2017-02-07,"2017","12:06","adult","Female","alive","10.2",311,274,40.5,18.4,"435516","2880889","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, IE, JK, AF","Johnny","29","V","found while looking in Johnny's zone","","","","","","on top of horticultural waste pile with large logs and matted para","","basking","","#REF!","Scout",-81.6445800038025,26.0455635408439
"BP02-07FEB17",2017-02-07,"2017","12:25","adult","Male","alive","7.7",235,205,11.9,5.4,"435445","2880841","N of Fritchey Road","Scout","indirect","","Collier","Agricultural","IB, IE, JK, AF","Johnny",NA,"","found while looking in Johnny's zone","","","","","","near castor bean, on matted para on old horticultural waste pile","","","","#REF!","Scout",-81.6452873089498,26.04512696923
"BP03-07FEB17",2017-02-07,"2017","15:53","adult","Female","alive","11.6",355,312,59.3,26.9,"434771","2882805","N of Greenway Rd","Scout","","","Collier","Agricultural","IB, IE, JK, AF","Argo","39","V","in burrow, visible from opening","","","","","","","","underground","","#REF!","Scout",-81.6521223601242,26.0628300773923
"BP01-08FEB17",2017-02-08,"2017","13:12","adult","Female","alive","12.6",384,342,68.8,31.2,"436032","2879799","N of Trinity Pl","Scout","","","Collier","Agricultural","IB, IE, JK, AF","Johnny","46","V","","","","","","","dense para patch, near cow field and brazilian pepper","","mating behavior, basking","","#REF!","Scout",-81.6393689651284,26.0357445869628
"BP01-09FEB17",2017-02-09,"2017","10:24","adult","Male","alive","10.5",320,275,33.2,15.1,"428128","2878087","Shell Island Rd","Scout","","PYBI-37","Collier","RBNERR","IB, IE, JK, AF","Fiona",NA,"","50% hidden, ~2m from Fiona; basking in sawgrass tussock; red mangrove, buttonwood, sawgrass, fern, bay, wax myrtle","","","","","","","","","","#REF!","Scout",-81.718271721319,26.019915574919
"BP01-11FEB17",2017-02-11,"2017","12:47","adult","Male","alive","9.4",287,250,23.7,10.8,"426709","2881537","N of Henderson Creek","Scout","","","Collier","RBNERR","IE, KC, KH","Ender",NA,"","in shallow DILLO burrow about 2m from Ender","","","","","","","DILLO","underground","","#REF!","Scout",-81.7326454664952,26.0509947253011
"EDD-BP01-12FEB17",2017-02-12,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"463500","2865830","Tamiami Trail and SR29","","","IN-0000269511","Collier","BCNP","Barry Offenburger","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3644396858131,25.910562618363
"BP01-15FEB17",2017-02-15,"2017","9:54","adult","Female","alive","11.2",340,301,47.9,21.8,"435784","2877141","Fiddler's Agricultural, S line","Scout","","","Collier","Agricultural","IB, IE, JK","Elvis","34","V","","","","","","","para","","basking","","#REF!","Scout",-81.6417170868723,26.0117338180583
"BP02-15FEB17",2017-02-15,"2017","10:54","adult","Female","alive","11.6",354,317,60.7,27.6,"435871","2879565","N of Tamiami Trail","Scout","","","Collier","Development","IB, IE, JK","Johnny","53","V","","","","","","","cattail marsh, saturated ground","","","","#REF!","Scout",-81.6409666179927,26.0336246128091
"BP01-16FEB17",2017-02-16,"2017","11:45","adult","Female","alive","9.1",276,244,28.3,12.9,"438884","2879415","Lafayette Ln","Scout","","","Collier","Development","IB, IE, JK","Ronin","22","V","excavated from burrow about 2m E of Ronin's burrow (where he started to move to)","","","","","","dense saw palmetto patch","DILLO?","underground","","#REF!","Scout",-81.610846195947,26.0324006611562
"BP01-17FEB17",2017-02-17,"2017","13:14","adult","Female","alive","11.5",351,310,66.9,30.4,"436399","2874897","S of Curcie Rd","Scout","","","Collier","RBNERR","IB, IE","Jaeger","41","V","","","","","","","","","","","#REF!","Scout",-81.6354625995976,25.9914992128556
"BP01-20FEB17",2017-02-20,"2017","13:59","adult","Female","alive","9.6",294,259,36.1,16.4,"434790","2882803","N of Greenway Rd","Scout","","","Collier","Agricultural","IB, IE, JK","Argo","29","V","hidden under pepper with Argo, mating","","","","","","pepper, near nursery","","mating behavior","","#REF!","Scout",-81.6519323188152,26.0628128767936
"BP01-21FEB17",2017-02-21,"2017","13:21","adult","Female","alive","11.2",342,299,56.9,25.8,"427028","2882693","N of Henderson Creek","Scout","","","Collier","RBNERR","IB, IE, JK","Ender","38","V","in mating ball, 4 snakes total","","","","","","","","mating behavior","","#REF!","Scout",-81.7295214535512,26.0614484539553
"BP02-21FEB17",2017-02-21,"2017","13:21","adult","Male","alive","10",306,269,24.7,11.2,"427028","2882693","N of Henderson Creek","Scout","","PYBI_38","Collier","RBNERR","IB, IE, JK","Ender",NA,"","in mating ball, 4 snakes total","","","","","","","","mating behavior","","#REF!","Scout",-81.7295214535512,26.0614484539553
"BP03-21FEB17",2017-02-21,"2017","13:21","adult","Male","alive","8.7",264,233,19.5,8.9,"427028","2882693","N of Henderson Creek","Scout","","","Collier","RBNERR","IB, IE, JK","Ender",NA,"","in mating ball, 4 snakes total","","","","","","","","mating behavior","","#REF!","Scout",-81.7295214535512,26.0614484539553
"BP01-24FEB17",2017-02-24,"2017","11:45","adult","Female","alive","8.2",249,222,14.8,6.8,"425989","2874570","Johnson Island","Opportunistic","","","Collier","RBNERR","Steve Bertone","","na","","","","","","","","hardwood hammock area in thicket of dead sea grape logs","","","just shed; white gloss to the skin and eyes; very lethargic ","#REF!","Miscellaneous",-81.7394481024527,25.9880524306813
"BP01-27FEB17",2017-02-27,"2017","10:21","adult","Female","alive","12.5",382,338,66,30,"435538","2880880","N of Fritchey Road","Scout","","","Collier","Agricultural","IE, JK","Johnny","46","V","","","","","","","","","traveling","","#REF!","Scout",-81.6443596593659,26.0454832588881
"EDD-E29-BP01-27FEB17",2017-02-27,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"510931","2893426","Canal S of Aliigator Alley","","","IN-0000289011","Collier","BCNP","Shara Marconi, Miccosukee Tribe","",NA,"","","","N/A","","","","","","","","#REF!","",-80.8906261320262,26.1601659360918
"EDD-E29-BP02-27FEB17",2017-02-27,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"510942","2893432","Canal S of Aliigator Alley","","","IN-0000289017","Collier","BCNP","SM","",NA,"","","","N/A","","","","","","","","#REF!","",-80.8905160173383,26.1602200303186
"EDD-E29-BP03-27FEB17",2017-02-27,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"510953","2893419","Canal S of Aliigator Alley","","","IN-0000289018","Collier","BCNP","SM","",NA,"","","","N/A","","","","","","","","#REF!","",-80.8904060628714,26.1601025612275
"BP01-28FEB17",2017-02-28,"2017","11:55","adult","Male","alive","6.9",211,183,9.5,4.3,"435835","2877050","Fiddler's Agricultural, SE Triangle","Scout","","","Collier","Agricultural","IB, IE, JK","Elvis",NA,"","stepped on when tracking Elvis","","","","","","para on ridge; near ditch","","under cover","","#REF!","Scout",-81.6412030010794,26.0109144147592
"BP02-28FEB17",2017-02-28,"2017","12:00","adult","Female","alive","13.2",402,358,75.4,34.2,"435848","2877010","Fiddler's Agricultural, SE Triangle","Scout","","","Collier","Agricultural","IB, IE, JK","Elvis","45","V","","","","","","","","","","","#REF!","Scout",-81.6410711368203,26.0105538196117
"BP01-06MAR17",2017-03-06,"2017","10:26","adult","Female","alive","11.5",352,310,58.6,26.6,"436393","2876061","N of Curcie Rd","Scout","","","Collier","RBNERR","IB, IE, JK","Jaeger","46","V","~2m from Jaeger","","","","","","","","","","#REF!","Scout",-81.6355790926245,26.0020090628237
"EDD-E29-BP01-06MAR17",2017-03-06,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"511645","2892247","Canal S of Aliigator Alley","","","IN-0000289023","Collier","BCNP","SM","",NA,"","","","N/A","","","","","","","","#REF!","",-80.8834925456695,26.1495143774048
"BP01-28MAR17",2017-03-28,"2017","10:02","adult","Female","alive","15.3",467,413,129,58.5,"438959","2877014","41 North","Hunting","","","Collier","Six L's Agricultural","IB, IE, JK, ES, NR","","78","O","matted-down para - large basking pad","","","","","","side of levee, matted-down para; sunny, warm","","basking","shedding","#REF!","Hunting",-81.609984532104,26.0107244309286
"BP01-07APR17",2017-04-07,"2017","10:27","adult","Female","alive","17.1",521,466,152,68.9,"439624","2877358","41 North","Hunting","","","Collier","Six L's Agricultural","IE, JK, Ken","","95","O","","","","20","","~65 (air)","retention zone and canal ditch near levee; water hyacinth (head), para (tail)","","stretched out, basking","","#REF!","Hunting",-81.6033553386849,26.0138584070027
"BP01-20APR17",2017-04-20,"2017","N/A","adult","Female","alive","14.2",433,386,76.3,34.6,"428832","2878214","Shell Island Rd","Hunting","","","Collier","RBNERR","KH","","40","O","caught in burrow trap in GOTO burrow, first visual on 08APR17","","","","","","","GOTO","underground","","#REF!","Hunting",-81.7112434586549,26.0210970630585
"EDD-E29-BP01-26APR17",2017-04-26,"2017","N/A","N/A","Male","dead",NA,NA,NA,NA,NA,"468491","2864825","Tamiami Trail, W of Birdon Rd","","","IN-0000297943","Collier","BCNP","AJ","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3145828782405,25.9016043273482
"OBS-EDD-E29-BP01-24MAY17",2017-05-24,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"474449","2862922","Tamiami Trail","","","IN-0000297946","Collier","BCNP","DJ","",NA,"","","","N/A","","","","","","","","#REF!","",-81.2550623586621,25.8845372553973
"EDD-BP01-30MAY17",2017-05-30,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"410040","2922125","Fort Myers Beach","","","IN-0000286231","Collier","Development","Ellis Etter","",NA,"","","","N/A","","","","","","","","#REF!","",-81.9020840135945,26.4165000425541
"BP01-01JUN17",2017-06-01,"2017","N/A","adult","Female","alive","10.7",327,288,23.8,10.8,"438677","2876736","41 North","Heavy Equipment","","","Collier","Six L's Agricultural","Victor","","na","","","","","","","","S side of levee","","","","#REF!","Heavy Equipment",-81.6127894090535,26.0082023611593
"EDD-BP01-01JUN17",2017-06-01,"2017","N/A","N/A","Male","dead",NA,NA,NA,NA,NA,"465716","2865002","W of Wooten's Airboats","","","IN-0000297964; IN-0000297947","Collier","BCNP","TP","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3422924497636,25.9031398599507
"EDD-BP01-07JUN17",2017-06-07,"2017","N/A","N/A","Male","alive",NA,NA,NA,NA,NA,"461417","2860042","Everglades City","","","IN-0000286686","Collier","Everglades City/Chokoloskee","Dustin Pace","",NA,"","","","N/A","","","","","","","","#REF!","",-81.3850677884019,25.8582443649849
